"Select(selcol)
勾選","Return ID(breturnflag)
退貨單號","Business type(cbustype)
業務類型","Sales type(cstname)
銷售類型","Delivery Note No(cdlcode)
送貨單號","Shipment date(ddate)
送貨日期","Currency(cexch_name)
幣別","Exchange rate(iexchrate)
匯率","Customer name(ccusname)
客戶全名","Ship-to Address(cshipaddress)
收貨地址","Contact tel(ccusphone)
公司電話","Contact(ccusperson)
聯繫人（訂購人）","Sales department(cdepname)
銷售部門","Clerk(cpersonname)
業務員","Payment Terms(cpayname)
支付方式","Prepared by(cmaker)
建單人","Approved by(cverifier)
審核人","Table body order No(bodysocode)
銷售訂單號","Warehouse(cwhname)
倉庫名稱","Inventory Code(cinvcode)
存貨編號","Stock Code(cinvaddcode)
 產品附加編碼","Inventory name(cinvname)
存貨名稱","Specification(cinvstd)
存貨規格","Qty(iquantity)
送貨數量","Quotation(iquotedprice)
標準單價","Unit Price Incl Tax(itaxunitprice)
含稅單價","Unit Price Excl Tax(iunitprice)
未稅單價","Amount tax exclusive(imoney)
 未稅總金額","Tax(itax)
稅金","Total Amt(isum)
 含稅總金額","Tax rate (%)(bodytaxrate)
稅率","Discount rate (%)(kl)
折扣率（%）
","Discount rate 2 (%)(kl2)
折扣百分比","Discount amount(idiscount)
折扣金額","Memo(cmemo)
從大發分公司ERP 系統下載的訂單","DefineItem1(cdefine1)
收件人+手機號
（目前用友系統，key 單時, 沒有獨立的收件人手機號欄位。","Voucher headUser-defined item2(cdefine2)
客戶編號（自定義欄位2）","Voucher headUser-defined item3(cdefine3)
是否開立發票 （自定義欄位3）","Voucher headUser-defined item4(cdefine4)
自定義欄位4","Voucher headUser-defined item9(cdefine9)
識別號（用於區分這個訂單是由哪個業務單位負責）","So Hoa Don(cdefine13)
客戶發票名稱","Export Times(ioutgolden)
 出貨次數","Qty not issued(WCSL)
未出庫數量","Un-billed Quantity(WKSL)
 未開票數量","Un-billed Amount(WKJE)
未開票金額","Un-Received Amount(WSKYB)
未收款金額","Un-Received Amount In Local Currency(WSKBB)
未收款金額（本幣）","Customer's Privilege Code Of Classfiction(caccode)
客戶優惠分類代碼","Customer's Privilege Of Classfiction(cacname)
客戶優惠分類名稱"
,No,General sales,中秋節/Trung Thu,0000181264,2025-07-24,VND,1,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,KHO ??I PH?T - VP L?U 3,,PH??NG ANH,T? nh?n ??n,Tr?n Ph??ng Anh,Kh?c,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157845,Tp L? H?p Trung Thu,3502025,M802,L? H?p Ho?ng Kim 802,2 h?p/ th?ng,10,1119000,0,0,0,0,0,8,0,100,11190000,,PH??NG ANH,3700341674,Kh?ng Ho? ??n,,PA13,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,10,0,0,0,,
,No,General sales,中秋節/Trung Thu,0000181264,2025-07-24,VND,1,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,KHO ??I PH?T - VP L?U 3,,PH??NG ANH,T? nh?n ??n,Tr?n Ph??ng Anh,Kh?c,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157845,Tp L? H?p Trung Thu,3502182,M803,L? H?p Ho?ng Kim 803,2 h?p/ th?ng,6,1466000,0,0,0,0,0,8,0,100,8796000,,PH??NG ANH,3700341674,Kh?ng Ho? ??n,,PA13,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,6,0,0,0,,
,No,General sales,中秋節/Trung Thu,0000181264,2025-07-24,VND,1,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,KHO ??I PH?T - VP L?U 3,,PH??NG ANH,T? nh?n ??n,Tr?n Ph??ng Anh,Kh?c,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157845,Tp L? H?p Trung Thu,3502183,M804,L? h?p Ho?ng Kim 804  - NEW,2 h?p/ th?ng,6,1420000,0,0,0,0,0,8,0,100,8520000,,PH??NG ANH,3700341674,Kh?ng Ho? ??n,,PA13,C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T,0,0,6,0,0,0,,
,No,General sales,?N S?NG 1ph30s,0000181265,2025-07-24,VND,1,C?NG TY TNHH TH??NG M?I D?CH V? S? D?CH,89 - 91; ???NG S? 6; B?NH TR? ??NG; B?NH T?N,,?n s?ng,H? th?ng 1P30s,Nguy?n T.Song Tuy?t,n/30,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157884,TH?NH PH?M N?I ??A,3102001,,T??ng Mayonnaise,1kg/t?i,29,57000,57000,52777.7779,1530555.56,122444.44,1653000,8,100,100,0,,?n s?ng,0303416014,C? Ho? ??n,,,C?NG TY TNHH TH??NG M?I D?CH V? S? D?CH,0,29,0,0,1653000,1653000,,
,No,General sales,?N S?NG 1ph30s,0000181265,2025-07-24,VND,1,C?NG TY TNHH TH??NG M?I D?CH V? S? D?CH,89 - 91; ???NG S? 6; B?NH TR? ??NG; B?NH T?N,,?n s?ng,H? th?ng 1P30s,Nguy?n T.Song Tuy?t,n/30,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157884,TH?NH PH?M N?I ??A,4301124,,G? mi?ng (1 ph?t 30 gi?y),60 mi?ng/th?ng (65 g/mi?ng * 5 mi?ng/t?i * 12 t?i/th?ng),34,438000,438000,405555.5556,13788888.89,1103111.11,14892000,8,100,100,0,,?n s?ng,0303416014,C? Ho? ??n,,,C?NG TY TNHH TH??NG M?I D?CH V? S? D?CH,0,34,0,0,14892000,14892000,,
,No,General sales,?N S?NG 1ph30s,0000181265,2025-07-24,VND,1,C?NG TY TNHH TH??NG M?I D?CH V? S? D?CH,89 - 91; ???NG S? 6; B?NH TR? ??NG; B?NH T?N,,?n s?ng,H? th?ng 1P30s,Nguy?n T.Song Tuy?t,n/30,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157884,TH?NH PH?M N?I ??A,3103001,,Th?t Hamburger (90c?i/th?ng),37g/c?i * 15c?i/bao * 6bao/th?ng,26,234000,234000,216666.6665,5633333.33,450666.67,6084000,8,100,100,0,,?n s?ng,0303416014,C? Ho? ??n,,,C?NG TY TNHH TH??NG M?I D?CH V? S? D?CH,0,26,0,0,6084000,6084000,,
,No,General sales,?N S?NG 1ph30s,0000181265,2025-07-24,VND,1,C?NG TY TNHH TH??NG M?I D?CH V? S? D?CH,89 - 91; ???NG S? 6; B?NH TR? ??NG; B?NH T?N,,?n s?ng,H? th?ng 1P30s,Nguy?n T.Song Tuy?t,n/30,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157884,TH?NH PH?M N?I ??A,0301054,,B?t kem s?a Ca cao,500g/t?i,33,72000,72000,66666.6667,2200000,176000,2376000,8,100,100,0,,?n s?ng,0303416014,C? Ho? ??n,,,C?NG TY TNHH TH??NG M?I D?CH V? S? D?CH,0,33,0,0,2376000,2376000,,
,No,General sales,?N S?NG 1ph30s,0000181265,2025-07-24,VND,1,C?NG TY TNHH TH??NG M?I D?CH V? S? D?CH,89 - 91; ???NG S? 6; B?NH TR? ??NG; B?NH T?N,,?n s?ng,H? th?ng 1P30s,Nguy?n T.Song Tuy?t,n/30,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157884,TH?NH PH?M N?I ??A,3102020,,T??ng m? t?c v?ng,0.5kg/t?i,0.5,71500,71500,66203.7,33101.85,2648.15,35750,8,100,100,0,,?n s?ng,0303416014,C? Ho? ??n,,,C?NG TY TNHH TH??NG M?I D?CH V? S? D?CH,0,0.5,0,0,35750,35750,,
,No,General sales,?N S?NG 1ph30s,0000181265,2025-07-24,VND,1,C?NG TY TNHH TH??NG M?I D?CH V? S? D?CH,89 - 91; ???NG S? 6; B?NH TR? ??NG; B?NH T?N,,?n s?ng,H? th?ng 1P30s,Nguy?n T.Song Tuy?t,n/30,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157884,TH?NH PH?M N?I ??A,3102022,,S?t ph? mai,0.5kg/t?i,2,67300,67300,62314.815,124629.63,9970.37,134600,8,100,100,0,,?n s?ng,0303416014,C? Ho? ??n,,,C?NG TY TNHH TH??NG M?I D?CH V? S? D?CH,0,2,0,0,134600,134600,,
,No,General sales,?N S?NG 1ph30s,0000181265,2025-07-24,VND,1,C?NG TY TNHH TH??NG M?I D?CH V? S? D?CH,89 - 91; ???NG S? 6; B?NH TR? ??NG; B?NH T?N,,?n s?ng,H? th?ng 1P30s,Nguy?n T.Song Tuy?t,n/30,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157884,TH?NH PH?M N?I ??A,3103129,,Mi?ng th?t b? th??ng h?ng,55 g/c?i * 5 c?i/t?i * 6 t?i/th?ng,3,225000,225000,208333.3333,625000,50000,675000,8,100,100,0,,?n s?ng,0303416014,C? Ho? ??n,,,C?NG TY TNHH TH??NG M?I D?CH V? S? D?CH,0,3,0,0,675000,675000,,
,No,General sales,?N S?NG 1ph30s,0000181265,2025-07-24,VND,1,C?NG TY TNHH TH??NG M?I D?CH V? S? D?CH,89 - 91; ???NG S? 6; B?NH TR? ??NG; B?NH T?N,,?n s?ng,H? th?ng 1P30s,Nguy?n T.Song Tuy?t,n/30,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157884,TH?NH PH?M N?I ??A,3103128,,G? que Ph? mai,50 g/c?i * 10 c?i/t?i * 3 t?i/th?ng,2,195000,195000,180555.555,361111.11,28888.89,390000,8,100,100,0,,?n s?ng,0303416014,C? Ho? ??n,,,C?NG TY TNHH TH??NG M?I D?CH V? S? D?CH,0,2,0,0,390000,390000,,
,No,General sales,?N S?NG 1ph30s,0000181265,2025-07-24,VND,1,C?NG TY TNHH TH??NG M?I D?CH V? S? D?CH,89 - 91; ???NG S? 6; B?NH TR? ??NG; B?NH T?N,,?n s?ng,H? th?ng 1P30s,Nguy?n T.Song Tuy?t,n/30,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157884,TH?NH PH?M N?I ??A,0105064,,B?nh Scone Jambon Ph? Mai,6 c?i/t?i * 4 t?i/th?ng,1,204000,204000,188888.89,188888.89,15111.11,204000,8,100,100,0,,?n s?ng,0303416014,C? Ho? ??n,,,C?NG TY TNHH TH??NG M?I D?CH V? S? D?CH,0,1,0,0,204000,204000,,
,No,General sales,國內銷售成品/XU?T B?N N?I,0000181266,2025-07-24,VND,1,PH?M TH? HU?NH HOA,346/9 C?ng Ho? Ph??ng T?n B?nh th?nh ph? H? Ch? Minh,,Ch? Hoa: 0975797818,Kinh Doanh N?i ??a,Nguy?n Kim Ph?ng,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157885,TP XUAT KHAU DP,0105043,,S?i Fillo A+ (Kataifi) m?u tr?ng 250 g - N?,250g/ t?i x 10 t?i/ th?ng,7,0,375000,347222.2229,2430555.56,194444.44,2625000,8,100,100,0,,Ch? Hoa: 0975797818,8541236649-888,C? Ho? ??n,,,PH?M TH? HU?NH HOA,0,7,0,0,2625000,2625000,,
,No,General sales,中秋節/Trung Thu,0000181268,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157890,Tp L? H?p Trung Thu,3502010,M201,L? H?p H?o H?ng 201,8 h?p/th?ng,1,209400,209400,193888.89,193888.89,15511.11,209400,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 02,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,1,209400,209400,209400,,
,No,General sales,中秋節/Trung Thu,0000181268,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157890,Tp L? H?p Trung Thu,3502012,M203,L? H?p H?o H?ng 203,8 h?p/th?ng,2,226800,226800,210000,420000,33600,453600,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 02,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,2,453600,453600,453600,,
,No,General sales,中秋節/Trung Thu,0000181268,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157890,Tp L? H?p Trung Thu,3502013,M208,L? H?p H?o H?ng 208,6 h?p/th?ng,2,355200,355200,328888.89,657777.78,52622.22,710400,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 02,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,2,710400,710400,710400,,
,No,General sales,中秋節/Trung Thu,0000181268,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157890,Tp L? H?p Trung Thu,3502014,M301,L? H?p ??c Bi?t 301,10 h?p/th?ng,2,283200,283200,262222.22,524444.44,41955.56,566400,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 02,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,2,566400,566400,566400,,
,No,General sales,中秋節/Trung Thu,0000181268,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157890,Tp L? H?p Trung Thu,3502015,M302,L? H?p ??c Bi?t 302,10 h?p/th?ng,10,269400,269400,249444.444,2494444.44,199555.56,2694000,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 02,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,10,2694000,2694000,2694000,,
,No,General sales,中秋節/Trung Thu,0000181268,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157890,Tp L? H?p Trung Thu,3502016,M303,L? H?p ??c Bi?t 303,10 h?p/th?ng,2,297600,297600,275555.555,551111.11,44088.89,595200,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 02,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,2,595200,595200,595200,,
,No,General sales,中秋節/Trung Thu,0000181268,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157890,Tp L? H?p Trung Thu,3502017,M388,L? H?p Thu Sen 388 - chay,10 h?p/th?ng,1,289200,289200,267777.78,267777.78,21422.22,289200,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 02,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,1,289200,289200,289200,,
,No,General sales,中秋節/Trung Thu,0000181268,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157890,Tp L? H?p Trung Thu,3502143,M205,L? H?p H?o H?ng 205,8 h?p/th?ng,2,238800,238800,221111.11,442222.22,35377.78,477600,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 02,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,2,477600,477600,477600,,
,No,General sales,中秋節/Trung Thu,0000181269,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157889,Tp L? H?p Trung Thu,3502001,M001,L? H?p Th?n Thi?n 001,20 h?p/th?ng,2,73800,73800,68333.335,136666.67,10933.33,147600,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN01,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,2,147600,147600,147600,,
,No,General sales,中秋節/Trung Thu,0000181269,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157889,Tp L? H?p Trung Thu,3502002,M002,L? H?p Th?n Thi?n 002,20 h?p/th?ng,2,76200,76200,70555.555,141111.11,11288.89,152400,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN01,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,2,152400,152400,152400,,
,No,General sales,中秋節/Trung Thu,0000181269,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157889,Tp L? H?p Trung Thu,3502003,M003,L? H?p Th?n Thi?n 003,20 h?p/th?ng,2,73800,73800,68333.335,136666.67,10933.33,147600,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN01,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,2,147600,147600,147600,,
,No,General sales,中秋節/Trung Thu,0000181269,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157889,Tp L? H?p Trung Thu,3502004,M004,L? H?p Th?n Thi?n 004,20 h?p/th?ng,2,73800,73800,68333.335,136666.67,10933.33,147600,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN01,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,2,147600,147600,147600,,
,No,General sales,中秋節/Trung Thu,0000181269,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157889,Tp L? H?p Trung Thu,3502005,M005,L? H?p Th?n Thi?n 005,20 h?p/th?ng,2,73800,73800,68333.335,136666.67,10933.33,147600,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN01,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,2,147600,147600,147600,,
,No,General sales,中秋節/Trung Thu,0000181269,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157889,Tp L? H?p Trung Thu,3502006,M101,L? H?p Ti?u Chu?n 101,20 h?p/th?ng,3,113400,113400,105000,315000,25200,340200,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN01,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,3,340200,340200,340200,,
,No,General sales,中秋節/Trung Thu,0000181269,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157889,Tp L? H?p Trung Thu,3502007,M102,L? H?p Ti?u Chu?n 102,20 h?p/th?ng,3,150000,150000,138888.89,416666.67,33333.33,450000,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN01,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,3,450000,450000,450000,,
,No,General sales,中秋節/Trung Thu,0000181269,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157889,Tp L? H?p Trung Thu,3502008,M103,L? H?p Ti?u Chu?n 103,20 h?p/th?ng,3,135600,135600,125555.5567,376666.67,30133.33,406800,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN01,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,3,406800,406800,406800,,
,No,General sales,中秋節/Trung Thu,0000181269,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157889,Tp L? H?p Trung Thu,3502009,M104,L? H?p Ti?u Chu?n 104,20 h?p/th?ng,3,150000,150000,138888.89,416666.67,33333.33,450000,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN01,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,3,450000,450000,450000,,
,No,General sales,中秋節/Trung Thu,0000181269,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157889,Tp L? H?p Trung Thu,3502141,M105,L? H?p Ti?u Chu?n 105,20 h?p/th?ng,3,119400,119400,110555.5567,331666.67,26533.33,358200,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN01,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,3,358200,358200,358200,,
